,marital_cat,education_cat,default_cat,loan_cat,contact_cat,housing_cat,campaign_cat1,campaign_cat2,poutcome_cat,day_cat,y_bool,age_cat,balance,duration
69,1,1,1,0,0,0,1,1,1,2,0,0,12223,177
70,1,1,1,0,0,0,1,1,1,2,0,1,5935,258
71,1,1,1,0,0,0,1,1,1,2,0,0,25,172
72,1,1,1,0,0,0,1,1,1,2,0,0,282,154
73,1,0,1,1,0,0,1,1,1,2,0,0,23,291
74,1,1,1,1,0,0,1,1,1,2,0,0,1937,181
75,1,1,1,1,0,0,1,1,1,2,0,0,384,176
76,1,1,1,0,0,1,1,1,1,2,0,0,582,211
77,0,1,1,1,0,1,1,1,1,2,0,0,91,349
78,0,1,1,0,0,0,1,1,1,2,0,0,0,272
79,0,1,0,1,0,0,1,1,1,2,0,0,1,208
80,1,1,1,1,0,0,1,1,1,2,0,0,206,193
81,0,1,1,1,0,1,1,1,1,2,0,0,164,212
82,1,1,1,1,0,0,1,1,1,2,0,0,690,20
83,1,1,1,1,0,0,1,1,1,2,1,1,2343,1042
84,1,1,1,0,0,0,1,1,1,2,0,0,137,246
85,1,0,1,1,0,0,1,1,1,2,0,0,173,529
86,1,1,1,1,0,1,1,1,1,2,1,0,45,1467
87,1,1,1,1,0,0,1,1,1,2,1,0,1270,1389
88,0,1,1,0,0,0,1,1,1,2,0,0,16,188
89,1,1,1,1,0,0,1,1,1,2,0,1,486,180
90,1,1,1,1,0,1,1,1,1,2,0,0,50,48
91,1,1,1,0,0,0,1,1,1,2,0,0,152,213
92,1,1,1,1,0,0,1,1,1,2,0,1,290,583
93,1,0,1,1,0,0,1,1,1,2,0,1,54,221
94,0,1,1,1,0,1,1,1,1,2,0,1,-37,173
95,1,1,1,0,0,0,1,1,1,2,0,0,101,426
96,1,1,1,1,0,1,1,1,1,2,0,0,383,287
97,1,1,1,1,0,0,1,1,1,2,0,1,81,101
98,1,1,1,1,0,0,1,1,1,2,0,0,0,203
99,1,1,1,1,0,0,1,1,1,2,0,0,229,197
100,1,1,1,1,0,0,1,1,1,2,0,0,-674,257
101,1,0,1,1,0,1,1,1,1,2,0,0,90,124
102,1,0,1,1,0,0,1,1,1,2,0,0,128,229
103,1,0,1,1,0,0,1,0,1,2,0,1,179,55
104,1,1,1,1,0,0,1,1,1,2,0,1,0,400
105,1,1,1,1,0,0,1,1,1,2,0,0,54,197
106,1,1,1,1,0,0,1,1,1,2,0,0,151,190
107,1,1,1,0,0,1,1,1,1,2,0,0,61,21
108,1,1,1,1,0,0,1,1,1,2,0,1,30,514
109,1,1,1,1,0,0,1,1,1,2,0,0,523,849
110,0,1,1,1,0,0,1,1,1,2,0,1,31,194
111,0,1,1,1,0,1,1,1,1,2,0,0,79,144
112,1,0,1,0,0,0,1,1,1,2,0,0,-34,212
113,1,0,1,1,0,0,1,1,1,2,0,0,448,286
114,0,0,1,1,0,0,1,1,1,2,0,1,81,107
115,1,1,1,1,0,0,1,1,1,2,0,0,144,247
116,1,1,1,1,0,0,1,1,1,2,0,0,351,518
117,1,1,1,1,0,0,1,1,1,2,0,0,-67,364
118,0,1,1,1,0,1,1,1,1,2,0,1,262,178
119,1,0,1,1,0,1,1,1,1,2,0,1,0,98
120,0,0,1,1,0,0,1,1,1,2,0,0,56,439
121,1,1,1,1,0,0,1,1,1,2,0,0,26,79
122,1,0,1,1,0,0,1,0,1,2,0,0,3,120
123,1,1,1,0,0,0,1,1,1,2,0,0,41,127
124,1,1,1,0,0,1,1,1,1,2,0,0,7,175
125,1,1,1,1,0,0,1,1,1,2,0,0,105,262
126,1,1,1,0,0,0,1,1,1,2,0,1,818,61
127,1,1,1,0,0,0,1,1,1,2,0,0,-16,78
128,1,1,1,1,0,0,1,1,1,2,0,0,0,143
129,1,1,1,1,0,0,1,1,1,2,1,0,2476,579
130,1,0,1,1,0,1,1,1,1,2,0,0,1185,677
131,1,1,1,1,0,0,1,1,1,2,0,0,217,345
132,1,1,1,1,0,0,1,1,1,2,0,0,1685,185
133,1,1,1,0,0,0,1,1,1,2,0,0,802,100
134,1,1,1,1,0,0,1,1,1,2,0,1,0,125
135,1,1,1,1,0,0,1,1,1,2,0,1,94,193
136,1,1,1,1,0,0,1,1,1,2,0,0,0,136
137,1,0,1,1,0,1,1,1,1,2,0,0,0,73
138,1,1,1,1,0,0,1,1,1,2,0,0,517,528
139,1,1,1,1,0,0,1,1,1,2,0,0,265,541
140,0,0,1,1,0,0,1,1,1,2,0,0,947,163
141,1,1,1,1,0,0,1,1,1,2,0,0,3,301
142,1,1,1,1,0,1,1,1,1,2,0,1,42,46
143,1,1,1,1,0,0,1,1,1,2,0,0,37,204
144,1,1,1,1,0,0,1,1,1,2,0,1,57,98
145,1,1,1,1,0,0,1,1,1,2,0,0,22,71
146,0,0,1,1,0,0,1,1,1,2,0,0,8,157
147,1,1,1,1,0,0,1,1,1,2,0,0,293,243
148,1,0,1,1,0,0,1,1,1,2,0,0,3,186
149,1,0,1,1,0,0,1,1,1,2,0,0,348,579
150,1,0,1,1,0,0,1,1,1,2,0,0,-19,163
151,1,1,1,1,0,0,1,1,1,2,0,1,0,610
152,1,1,1,1,0,0,1,1,1,2,0,0,-4,2033
153,1,1,1,1,0,0,1,1,1,2,0,0,18,85
154,1,0,1,1,0,1,1,1,1,2,0,0,139,114
155,1,1,1,1,0,0,1,1,1,2,0,0,0,114
156,1,0,1,1,0,0,1,1,1,2,0,0,1883,57
157,0,1,1,1,0,0,1,1,1,2,0,1,216,238
158,1,1,1,1,0,0,1,0,1,2,0,0,782,93
159,1,1,1,1,0,0,1,1,1,2,0,0,904,128
160,1,0,1,1,0,0,1,1,1,2,0,0,1705,107
161,1,1,1,1,0,0,1,1,1,2,0,0,47,181
162,1,1,1,1,0,0,1,1,1,2,0,0,176,303
163,1,1,1,1,0,0,0,0,1,2,0,0,1225,558
164,1,1,1,1,0,0,1,1,1,2,0,0,86,270
165,1,1,1,1,0,0,1,1,1,2,0,1,82,228
166,1,1,1,1,0,0,1,1,1,2,0,0,271,99
167,1,1,1,1,0,0,1,1,1,2,0,0,1378,240
168,1,1,1,1,0,1,1,1,1,2,1,0,184,673
169,1,0,1,1,0,1,1,0,1,2,0,0,0,233
170,1,1,1,1,0,0,1,1,1,2,0,0,0,1056
171,1,1,1,0,0,0,1,1,1,2,0,0,1357,250
172,1,0,1,1,0,0,1,1,1,2,0,0,19,252
173,1,0,1,1,0,1,1,1,1,2,0,0,434,138
174,0,1,1,1,0,0,1,1,1,2,0,1,92,130
175,0,1,1,1,0,0,1,1,1,2,0,0,1151,412
176,1,1,1,1,0,0,1,1,1,2,0,0,41,179
177,1,1,1,1,0,0,1,1,1,2,0,0,51,19
178,1,1,1,1,0,0,1,1,1,2,0,0,214,458
179,1,1,1,1,0,0,1,1,1,2,0,0,1161,717
180,1,1,1,1,0,0,1,1,1,2,0,0,37,313
181,0,1,1,1,0,0,1,1,1,2,0,0,787,683
182,1,1,1,1,0,0,1,1,1,2,0,0,59,1077
183,1,1,1,1,0,0,1,1,1,2,0,0,253,416
184,1,1,1,1,0,0,1,1,1,2,0,0,211,146
185,1,0,1,1,0,0,1,1,1,2,0,1,235,167
186,0,0,1,1,0,0,1,1,1,2,0,0,4384,315
187,1,1,1,1,0,1,1,1,1,2,0,0,4080,140
188,1,1,1,0,0,0,1,1,1,2,0,0,53,346
189,1,1,1,1,0,0,1,1,1,2,0,0,0,562
190,1,1,1,1,0,0,1,1,1,2,0,0,2127,172
191,1,1,1,1,0,0,1,1,1,2,0,0,377,217
192,1,1,1,1,0,0,1,1,1,2,0,0,73,142
193,1,1,1,1,0,0,1,1,1,2,0,0,445,67
194,1,1,1,1,0,0,1,1,1,2,0,0,243,291
195,1,1,1,1,0,0,1,1,1,2,0,0,307,309
196,1,1,1,1,0,0,1,1,1,2,0,0,155,248
197,0,1,1,0,0,1,1,1,1,2,0,0,173,98
198,1,1,1,1,0,0,1,1,1,2,0,0,400,256
199,0,0,1,1,0,0,1,1,1,2,0,1,1428,82
200,1,1,1,1,0,0,1,1,1,2,0,0,219,577
201,1,1,1,1,0,0,1,1,1,2,0,0,7,286
202,1,1,1,1,0,0,1,1,1,2,0,0,575,477
203,1,0,1,1,0,0,1,1,1,2,0,0,298,611
204,1,1,1,1,0,0,1,1,1,2,0,0,0,471
205,1,1,1,1,0,0,1,1,1,2,0,0,5699,381
206,1,1,1,0,0,0,1,1,1,2,0,0,176,42
207,1,1,1,1,0,0,1,1,1,2,0,0,517,251
208,1,0,1,1,0,0,1,1,1,2,0,0,257,408
209,1,1,1,1,0,0,1,1,1,2,0,0,56,215
210,1,1,1,1,0,0,1,1,1,2,0,0,-390,287
211,1,1,1,1,0,0,1,1,1,2,0,0,330,216
212,0,0,1,1,0,1,1,1,1,2,0,1,195,366
213,1,1,1,1,0,0,1,1,1,2,0,0,301,210
214,1,0,1,1,0,0,1,1,1,2,0,0,-41,288
215,1,1,1,1,0,0,1,1,1,2,0,0,483,168
216,1,0,1,1,0,1,1,1,1,2,0,0,28,338
217,1,0,1,1,0,1,1,0,1,2,0,0,13,410
218,1,0,1,1,0,1,1,1,1,2,0,0,965,177
219,1,1,1,0,0,0,1,1,1,2,0,0,378,127
220,1,1,1,1,0,0,1,1,1,2,0,0,219,357
221,1,0,1,1,0,0,1,1,1,2,0,1,324,175
222,0,1,1,1,0,0,1,1,1,2,0,0,-69,300
223,1,1,1,0,0,1,1,1,1,2,0,0,0,136
224,0,0,1,1,0,0,1,1,1,2,0,0,205,1419
225,1,0,1,1,0,0,1,1,1,2,0,0,278,125
226,1,0,1,1,0,0,1,0,1,2,0,1,1065,213
227,1,1,1,1,0,0,1,1,1,2,0,0,34,27
228,1,0,1,1,0,1,1,1,1,2,0,0,1033,238
229,0,1,1,1,0,0,1,1,1,2,0,0,1467,124
230,1,0,1,1,0,0,1,1,1,2,0,0,-12,18
231,1,1,1,1,0,0,1,1,1,2,0,0,388,730
232,1,1,1,1,0,0,1,1,1,2,0,1,294,746
233,1,0,1,1,0,1,1,1,1,2,0,0,1827,121
234,1,0,1,1,0,0,1,1,1,2,0,0,627,247
235,1,0,1,1,0,0,1,1,1,2,0,0,25,40
236,0,1,1,1,0,0,1,1,1,2,0,0,315,181
237,1,0,1,1,0,0,1,1,1,2,0,0,0,79
238,0,1,1,1,0,0,1,1,1,2,0,0,66,206
239,0,0,1,0,0,0,1,1,1,2,0,0,-9,389
240,1,1,1,0,0,0,1,1,1,2,0,0,349,127
241,1,0,1,1,0,0,1,1,1,2,0,0,100,702
242,1,1,1,1,0,1,1,1,1,2,0,0,0,151
243,1,1,1,1,0,0,1,1,1,2,0,0,434,117
244,1,1,1,1,0,0,1,0,1,2,0,0,3237,232
245,1,0,1,1,0,1,1,1,1,2,0,0,275,408
246,1,1,1,1,0,0,1,1,1,2,0,1,0,179
247,1,1,1,1,0,0,1,1,1,2,0,0,207,39
248,1,1,1,1,0,0,1,1,1,2,0,0,483,282
249,1,1,1,1,0,0,1,1,1,2,0,0,2248,714
250,1,1,1,1,0,0,1,1,1,2,0,0,428,50
251,1,1,1,0,0,0,1,1,1,2,0,0,0,181
252,1,1,1,1,0,0,1,1,1,2,0,0,0,142
253,0,1,1,1,0,0,1,1,1,2,0,0,140,227
254,1,1,1,1,0,0,1,1,1,2,0,0,297,119
255,1,0,1,1,0,0,1,1,1,2,0,0,279,361
256,0,1,1,1,0,0,1,0,1,2,0,1,901,73
257,1,1,1,1,0,0,1,1,1,2,0,0,2573,67
258,1,1,1,0,0,0,1,1,1,2,0,0,143,350
259,1,1,1,1,0,0,1,1,1,2,0,0,475,332
260,1,1,1,1,0,0,1,1,1,2,0,0,70,611
261,1,1,1,1,0,0,1,1,1,2,0,0,318,113
262,1,1,1,1,0,0,1,1,1,2,0,0,275,132
263,0,1,1,1,0,0,1,0,1,2,0,0,742,58
264,1,0,1,1,0,0,1,1,1,2,0,0,236,151
265,1,1,1,1,0,0,1,1,1,2,0,0,25,89
266,1,1,1,1,0,0,1,1,1,2,0,0,600,152
267,0,1,1,1,0,0,1,1,1,2,0,0,-349,611
268,1,0,1,0,0,0,1,1,1,2,0,0,183,110
269,1,0,1,1,0,0,1,1,1,2,0,0,0,463
270,1,1,1,0,0,0,1,1,1,2,1,0,0,562
271,0,0,1,1,0,0,1,1,1,2,0,0,0,962
272,1,1,1,1,0,0,0,0,1,2,0,1,1078,10
273,0,1,1,1,0,1,1,0,1,2,0,0,155,118
274,1,1,1,1,0,0,1,1,1,2,0,0,190,92
275,1,1,1,1,0,0,1,0,1,2,0,1,319,143
276,0,1,1,1,0,0,1,0,1,2,0,0,-185,189
277,1,1,1,1,0,1,1,1,1,2,0,0,47,234
278,1,1,1,1,0,0,1,1,1,2,0,0,570,75
279,1,1,1,1,0,1,1,1,1,2,0,0,19,189
280,1,0,1,1,0,0,1,0,1,2,0,0,61,621
281,1,1,1,0,0,0,1,1,1,2,0,0,-62,55
282,1,1,1,1,0,1,0,0,1,2,0,0,258,310
283,1,0,1,1,0,0,1,1,1,2,0,1,76,156
284,1,1,1,1,0,0,1,1,1,2,0,0,0,5
285,1,1,1,1,0,0,1,1,1,2,0,0,352,225
286,1,1,1,1,0,0,1,1,1,2,0,0,368,125
287,1,1,1,1,0,0,1,0,1,2,0,0,339,2
288,1,1,1,1,0,0,1,1,1,2,0,0,1331,286
289,1,1,1,1,0,0,1,1,1,2,0,0,672,164
290,1,1,1,1,0,0,1,1,1,2,0,0,58,98
291,1,0,1,1,0,0,1,1,1,2,0,0,447,742
292,1,1,1,1,0,0,1,0,1,2,0,1,423,226
293,1,1,1,1,0,1,1,1,1,2,0,0,0,120
294,1,1,1,1,0,0,0,0,1,2,0,0,19,362
295,0,0,1,1,0,0,1,1,1,2,0,0,13,357
296,1,1,1,1,0,0,1,1,1,2,0,0,3,200
297,1,1,1,1,0,0,1,1,1,2,0,1,82,204
298,0,0,1,1,0,0,1,0,1,2,0,0,28,126
299,1,1,1,1,0,0,1,1,1,2,0,1,792,65
300,1,0,1,1,0,0,1,1,1,2,0,0,408,107
301,1,1,1,1,0,0,1,1,1,2,0,0,531,267
302,1,1,1,1,0,0,1,1,1,2,0,1,211,248
303,1,1,1,1,0,0,1,1,1,2,0,0,62,215
304,1,0,1,1,0,0,1,1,1,2,0,0,257,209
305,1,1,1,1,0,0,1,1,1,2,0,0,1234,205
306,1,1,1,1,0,0,1,1,1,2,0,0,313,83
307,1,1,1,1,0,0,1,0,1,2,0,0,89,106
308,1,1,1,0,0,0,1,1,1,2,0,0,129,189
309,1,0,1,1,0,0,1,1,1,2,0,0,0,105
310,1,1,1,1,0,0,1,1,1,2,0,0,353,106
311,1,0,1,1,0,0,1,1,1,2,0,0,851,108
312,0,0,1,0,0,0,1,1,1,2,0,0,96,311
313,0,1,1,0,0,0,1,1,1,2,0,0,398,214
314,1,1,1,1,0,1,1,1,1,2,0,0,193,132
315,1,1,1,1,0,0,1,1,1,2,0,0,-358,358
316,1,1,1,0,0,0,1,1,1,2,0,0,539,453
317,1,1,1,1,0,0,1,1,1,2,0,0,0,364
318,1,0,1,1,0,1,1,1,1,2,0,0,0,136
319,1,1,1,1,0,0,1,1,1,2,0,0,490,386
320,1,1,1,1,0,0,1,1,1,2,0,0,0,173
321,1,0,1,1,0,0,1,1,1,2,0,0,403,241
322,1,1,1,1,0,0,1,0,1,2,0,0,161,224
323,0,1,1,1,0,1,1,1,1,2,0,0,2558,148
324,1,1,1,1,0,0,1,1,1,2,0,0,98,196
325,1,1,1,1,0,1,0,0,1,2,0,0,115,111
326,1,1,1,1,0,0,1,0,1,2,0,0,436,231
327,1,1,1,1,0,0,1,0,1,2,0,0,831,316
328,1,0,1,1,0,0,1,0,1,2,0,1,206,216
329,1,1,1,1,0,0,1,1,1,2,0,0,290,240
330,1,1,1,1,0,1,1,0,1,2,0,0,1,669
331,1,0,1,1,0,0,1,1,1,2,0,0,57,425
332,1,1,1,1,0,0,1,1,1,2,0,0,-457,143
333,1,1,1,1,0,0,0,0,1,2,0,1,1387,174
334,0,1,1,1,0,0,1,0,1,2,0,0,24598,313
335,1,1,1,1,0,0,0,0,1,2,0,0,30,135
336,1,1,1,1,0,0,1,1,1,2,0,0,1022,146
337,1,1,1,0,0,0,1,1,1,2,0,0,56,152
338,1,1,0,1,0,1,1,0,1,2,0,0,-2,402
339,1,1,1,1,0,0,1,1,1,2,0,0,121,213
340,1,1,1,1,0,0,1,0,1,2,0,0,842,144
341,0,1,1,1,0,0,1,0,1,2,0,0,693,124
342,0,1,1,1,0,0,1,1,1,2,0,0,-333,183
343,1,0,1,1,0,0,1,1,1,2,0,0,1533,325
344,1,1,1,1,0,0,0,0,1,2,0,0,46,39
345,1,0,1,1,0,1,1,1,1,2,0,0,18,503
346,1,1,1,1,0,0,0,0,1,2,0,0,44,95
347,1,0,1,1,0,0,1,1,1,2,0,0,-100,680
348,1,1,1,1,0,0,0,0,1,2,0,0,510,421
349,1,1,1,1,0,0,1,0,1,2,0,0,685,174
350,1,1,1,1,0,0,1,1,1,2,0,0,187,113
351,1,1,1,1,0,0,1,1,1,2,0,0,66,808
352,1,1,1,1,0,0,1,0,1,2,0,0,560,198
353,1,1,1,1,0,0,1,1,1,2,0,0,0,195
354,0,0,1,1,0,1,1,0,1,2,0,1,27,347
355,1,1,1,1,0,0,1,1,1,2,0,0,12,208
356,1,1,1,1,0,0,0,0,1,2,0,0,34,404
357,1,1,1,1,0,0,1,1,1,2,0,0,1068,396
358,1,1,1,1,0,0,0,0,1,2,0,0,211,216
359,1,1,1,1,0,0,1,1,1,2,0,0,377,98
360,1,1,1,1,0,0,1,1,1,2,0,0,263,350
361,1,1,1,1,0,0,1,1,1,1,0,0,1263,114
362,1,1,1,1,0,0,1,0,1,1,0,1,8,88
363,1,1,1,0,0,0,1,1,1,1,0,0,126,379
364,1,1,1,1,0,0,1,0,1,1,0,1,230,190
365,1,1,1,1,0,0,1,1,1,1,0,0,841,158
366,0,1,1,1,0,0,1,1,1,1,0,0,308,102
367,0,1,1,1,0,0,1,1,1,1,0,0,1,306
368,0,1,1,1,0,0,1,1,1,1,0,0,86,218
369,1,1,1,1,0,0,1,1,1,1,0,1,157,54
370,1,1,1,1,0,0,1,1,1,1,0,0,22,344
371,1,1,1,0,0,0,1,1,1,1,0,0,46,195
372,1,1,1,1,0,1,1,1,1,1,0,0,1293,652
373,1,1,1,1,0,0,1,1,1,1,0,1,122,286
374,1,0,1,1,0,0,1,1,1,1,0,0,131,189
375,1,1,1,1,0,0,1,1,1,1,0,0,143,83
376,1,1,1,1,0,1,1,1,1,1,0,0,393,184
377,1,0,1,1,0,0,1,1,1,1,0,0,98,235
378,1,1,1,1,0,0,1,1,1,1,0,0,0,290
379,1,1,1,1,0,0,1,1,1,1,0,0,224,232
380,1,1,1,1,0,0,1,1,1,1,0,0,757,133
381,1,1,1,0,0,0,1,1,1,1,0,0,245,318
382,1,1,1,1,0,1,1,0,1,1,0,0,8486,260
383,1,0,1,1,0,1,1,1,1,1,0,0,350,437
384,1,1,1,1,0,0,1,1,1,1,0,0,20,402
385,1,1,1,0,0,0,1,1,1,1,0,1,1667,85
386,1,0,1,1,0,0,1,1,1,1,0,1,345,125
387,1,1,1,1,0,0,0,0,1,1,0,0,10,501
388,1,1,1,0,0,0,1,1,1,1,1,0,830,1201
389,0,0,1,1,0,0,1,1,1,1,0,1,29,253
390,0,1,1,1,0,0,1,1,1,1,1,1,545,1030
391,1,1,1,1,0,0,1,1,1,1,0,0,8730,149
392,0,1,1,1,0,0,1,1,1,1,0,0,477,114
393,1,1,1,1,0,0,1,1,1,1,0,1,4,243
394,1,1,1,1,0,0,1,1,1,1,0,0,1205,769
395,1,1,1,0,0,0,1,0,1,1,0,0,0,135
396,1,1,1,1,0,0,1,1,1,1,0,0,263,231
397,1,1,1,1,0,1,1,1,1,1,0,0,1,76
398,1,1,1,0,0,1,1,1,1,1,0,0,283,199
399,1,0,1,1,0,0,1,1,1,1,0,0,206,152
400,1,0,1,1,0,0,1,1,1,1,0,0,17,124
401,1,1,1,0,0,0,1,1,1,1,0,0,141,424
402,1,1,1,1,0,0,1,1,1,1,0,1,16,43
403,1,1,1,1,0,0,1,1,1,1,0,0,206,154
404,1,0,1,1,0,1,1,1,1,1,0,0,7,203
405,1,1,1,1,0,1,1,1,1,1,0,0,0,326
406,1,1,1,1,0,1,1,1,1,1,0,1,0,393
407,0,0,1,1,0,0,1,0,1,1,0,0,1927,241
408,1,1,1,1,0,0,1,1,1,1,0,0,284,483
409,1,1,1,1,0,0,1,1,1,1,0,0,1660,259
410,1,1,1,1,0,0,1,1,1,1,0,0,406,227
411,1,0,1,1,0,0,1,1,1,1,0,0,230,673
412,1,1,1,1,0,0,1,1,1,1,0,0,-25,576
413,1,1,1,1,0,0,1,1,1,1,0,0,182,180
414,1,1,1,1,0,0,1,1,1,1,0,0,1169,168
415,0,1,1,1,0,0,1,1,1,1,0,0,67,90
416,1,1,1,1,0,1,1,1,1,1,0,0,77,505
417,1,1,1,1,0,0,1,1,1,1,0,0,0,245
418,0,0,1,0,0,0,1,1,1,1,0,0,55,186
419,1,1,0,1,0,0,1,1,1,1,0,0,72,623
420,1,1,1,1,0,0,1,0,1,1,0,0,163,496
421,1,1,1,1,0,0,1,1,1,1,0,0,151,118
422,1,1,1,1,0,0,1,1,1,1,0,0,113,342
423,1,1,1,1,0,0,1,1,1,1,0,0,0,225
424,1,1,1,1,0,0,1,0,1,1,0,0,9,185
425,1,1,1,1,0,0,1,1,1,1,0,0,375,196
426,1,1,1,1,0,0,1,1,1,1,0,0,1142,276
427,1,0,1,1,0,0,1,1,1,1,0,0,2102,76
428,1,1,1,1,0,0,1,1,1,1,0,0,4325,87
429,1,1,1,1,0,0,1,1,1,1,0,0,217,195
430,1,1,1,1,0,0,1,1,1,1,0,0,131,744
431,1,1,1,1,0,0,1,1,1,1,0,0,1680,765
432,1,1,1,1,0,0,1,1,1,1,0,0,0,262
433,1,0,1,1,0,0,1,1,1,1,0,0,46,119
434,1,1,1,1,0,0,1,1,1,1,0,0,320,198
435,1,1,1,1,0,0,1,1,1,1,0,0,183,150
436,1,1,1,1,0,1,1,1,1,1,0,0,39,241
437,1,1,1,1,0,0,1,1,1,1,0,0,560,181
438,0,1,1,1,0,1,1,1,1,1,0,1,469,196
439,1,1,1,1,0,0,1,1,1,1,0,0,530,149
440,1,0,1,1,0,0,1,1,1,1,0,0,61,246
441,1,1,1,1,0,0,1,1,1,1,0,0,242,112
442,1,1,1,1,0,0,1,1,1,1,0,0,139,309
443,1,1,1,1,0,0,1,1,1,1,0,1,0,278
444,1,1,1,1,0,0,1,1,1,1,0,0,367,140
445,0,1,1,1,0,0,1,1,1,1,0,0,228,136
446,1,0,1,1,0,0,1,1,1,1,1,0,45248,1623
447,1,0,1,1,0,0,1,1,1,1,0,0,-84,101
448,1,1,1,1,0,0,1,1,1,1,0,0,310,144
449,1,0,1,1,0,0,1,1,1,1,0,0,132,238
450,1,1,1,1,0,0,1,1,1,1,0,0,797,354
451,1,1,1,1,0,1,1,1,1,1,0,0,71,79
452,0,0,1,1,0,0,1,1,1,1,0,0,2,187
453,1,1,1,0,0,0,1,1,1,1,0,0,231,451
454,1,1,1,0,0,0,1,1,1,1,0,0,270,159
455,1,1,1,0,0,0,1,1,1,1,0,0,274,409
456,1,1,1,0,0,0,1,1,1,1,0,0,-109,170
